60+50.4,,x,,
60+50.9,x,,,
60+51.6,,x,,
60+52.6,,,x,
60+53.0,,,,x
60+53.4,,x,x,
60+53.8,x,,,
60+54.2,x,,,
60+54.5,,x,x,
60+54.9,,,x,x
60+55.2,,x,x,
60+55.8,x,x,,
60+56.4,,x,x,
60+56.7,,,x,
60+57.2,,,x,
60+57.6,,x,,
60+58.4,,,x,
120+00.0,x,,,x
120+00.6,,x,x,
120+01.0,,x,x,
120+01.9,x,,,x
120+02.7,x,x,,
120+03.4,,,x,x
120+03.8,,,x,x
120+04.3,x,,,
120+04.8,,x,x,
120+05.1,,,x,x
120+05.6,,,,x
120+06.5,,x,,
120+07.0,x,,,x
120+07.3,,,x,
120+07.9,,,,x
120+08.3,x,,,
120+08.8,,x,,
120+09.0,,,x,
120+09.1,,,,x
120+09.5,,,x,
120+09.9,,,,x
120+10.2,x,,,
120+10.5,,x,,x
120+10.7,,x,,x
120+11.3,,,x,
120+11.7,x,,x,
120+12.2,,x,,x
120+12.6,x,,x,
120+13.6,,x,,x
120+14.2,x,,,
120+14.6,x,,,
120+15.0,x,,,
120+15.5,x,,,
120+15.9,x,,,
120+16.4,,,,x
120+16.9,,,x,
120+17.4,,x,x,
120+17.8,x,x,,
120+18.3,x,x,,
120+18.8,,,x,x
120+19.0,x,,,x
120+19.3,,x,x,
120+19.6,x,,x,
120+20.2,,,,x
120+20.7,x,,,
120+20.9,,x,,x
120+21.2,x,,x,
120+21.6,,x,x,
120+21.9,x,,,
120+22.1,,,x,
120+22.4,,,,x
120+22.5,x,,,
120+22.7,x,,,x
120+22.9,,x,,
120+23.1,x,,,
120+23.5,,,,x
120+23.8,,,,x
120+24.0,,x,x,
120+24.2,x,,,x
120+24.4,,x,x,
120+24.6,x,,,x
120+24.8,,x,,x
120+25.0,x,,x,
120+25.4,x,,,x
120+25.8,,x,,x
120+26.2,x,,,x
120+26.4,x,,x,
120+26.8,x,,,
120+27.2,,x,,
120+27.6,,,x,
120+28.1,,,,x
120+28.4,,,x,
120+28.6,,x,,
120+29.1,x,,,
120+29.8,x,x,,
120+30.0,,,x,x
120+30.6,x,,,x
120+31.0,,x,x,
120+31.3,,x,x,
120+31.7,x,,,x
120+31.8,,x,,
120+31.9,,,x,
120+32.4,,,,x
120+32.6,,x,x,
120+32.9,x,,,
120+33.2,,x,,
120+33.6,,x,,
120+33.9,,,x,
120+34.1,,,x,x
120+34.3,x,x,,
120+34.5,,,x,
120+34.7,,,,x
120+35.0,,,x,
120+35.2,,x,,x
120+35.4,x,,x,
120+35.9,,x,,
120+36.2,,,x,
120+36.4,x,,,
120+36.9,,x,,x
120+37.1,x,,x,
120+37.3,x,,,
120+37.6,,x,,
120+37.8,,,x,
120+38.0,,,,x
120+38.3,x,,x,x
120+38.5,x,,,
120+38.7,,x,,x
120+39.0,x,,,
120+39.2,,x,,x
120+39.5,x,,,x
120+39.7,,x,x,
120+39.9,x,,,x
120+40.1,,x,,
120+40.4,,,x,
120+40.6,,x,,x
120+40.8,x,,x,
120+41.1,,x,,
120+41.3,x,,,
120+41.5,,x,x,x
120+41.8,x,,,
120+42.0,,x,,
120+42.2,,,x,
120+42.5,,,,x
120+42.7,,,x,
120+42.9,,x,,x
120+43.4,x,,,
120+43.7,x,,x,
120+43.9,,x,,x
120+44.1,x,,x,
120+44.4,,x,,x
120+44.6,x,,,
120+44.8,,x,,x
120+45.1,x,,,
120+45.3,,x,x,
120+45.5,,,,x
120+45.8,,,x,
120+46.0,x,x,,
120+46.2,,,x,
120+46.5,,x,,
120+46.7,,,,x
120+46.9,x,,x,
120+47.2,,x,,x
120+47.4,,,x,x
120+47.6,x,x,,
120+47.9,,x,,x
120+48.1,x,,x,
120+48.3,,x,,x
120+48.5,x,,,
120+48.7,,x,,
120+49.1,,,x,x
120+49.3,x,x,,
120+49.5,,x,,
120+49.7,x,,x,
120+50.0,,,,x
120+50.3,,,x,
120+51.1,,x,,
120+51.9,x,,x,
120+52.1,x,,,x
120+52.3,,x,,
120+52.5,,,x,
120+52.8,x,,,x
120+53.0,x,,x,
120+53.5,,x,,x
120+53.7,x,,,
120+54.0,,,x,
120+54.2,x,,,x
120+54.4,x,,,x
120+54.6,,,,x
120+54.9,,,x,
120+55.4,,x,,
120+55.6,x,,,x
120+55.8,,x,,
120+56.3,,,x,
120+56.5,,x,,x
120+56.8,x,,x,
120+57.2,,x,x,x
120+57.5,x,,,
120+57.8,,x,,x
120+58.6,,,x,
120+58.9,,x,,
120+59.3,x,,,
120+59.6,,x,x,
120+59.8,,,,x
180+00.1,x,x,x,x
180+00.3,x,,,
180+00.5,,x,,
180+00.7,x,,,
180+01.0,,x,,
180+01.2,x,,,
180+01.4,,,x,
180+01.7,,,,x
180+01.9,,,x,
180+02.2,,,,x
180+02.4,,,x,
180+02.9,x,,,
180+03.1,,x,,
180+03.3,,,x,
180+03.8,,,,x
180+03.9,,,x,
180+04.3,,x,,
180+04.4,x,,,
180+04.5,x,x,,
180+04.7,,x,x,
180+05.2,,,x,x
180+05.4,x,x,,
180+05.5,,x,x,
180+06.2,,,x,x
180+06.3,x,,,
180+06.4,x,x,,
180+06.5,,x,x,
180+06.6,,,x,x
180+07.1,,,,x
180+07.4,,,x,
180+07.5,,,x,x
180+08.0,,x,x,
180+08.3,x,x,,
180+08.5,,,,x
180+08.9,,x,,
180+09.2,x,,,
180+09.3,,,x,
180+09.9,,x,,x
180+10.0,x,,,
180+10.1,,,x,
180+10.2,,x,,
180+10.3,x,,,
180+10.8,,x,,
180+11.3,x,,x,
180+11.7,,x,,x
180+12.0,,,x,
180+12.2,x,,,
180+12.7,,x,x,
180+12.9,,,,x
180+13.2,x,,,
180+13.7,,x,x,
180+13.8,,,,x
180+13.9,,x,,
180+14.0,x,,x,
180+14.1,,,x,
180+14.3,,x,,x
180+14.6,x,,,
180+14.7,x,,x,
180+14.8,,x,,x
180+15.0,x,,,
180+15.2,,,x,
180+15.5,,,,x
180+15.6,,x,,
180+15.7,x,,x,
180+16.0,,x,,
180+16.2,,,,x
180+16.5,,x,,
180+16.6,x,,x,
180+16.9,,x,,x
180+17.9,x,,x,
180+17.2,,x,,x
180+17.3,,,x,
180+17.4,,x,,
180+17.6,x,,x,
180+17.7,,,,x
180+17.8,x,x,,
180+17.9,,,x,x
180+18.0,,x,,
180+18.1,x,,x,
180+18.3,,,,x
180+18.4,,x,,
180+18.8,x,,,x
180+18.9,,,x,
180+19.2,,x,,
180+19.5,x,,x,
180+19.7,,,,x
180+20.4,,x,x,
180+21.1,x,,,
180+21.6,,x,,x
180+22.0,,,x,
180+22.1,,x,,x
180+22.3,x,,,
180+22.6,x,x,x,x
180+23.0,,x,,
180+23.5,,,x,
180+23.9,x,,,
180+24.1,,x,,x
180+24.3,x,,,
180+24.6,,x,x,
180+24.7,x,x,,
180+24.9,,,x,x
180+25.1,x,,,x
180+25.4,,x,,
180+25.5,,,x,
180+25.7,x,x,,
180+26.2,,,x,x
180+26.4,,x,,
180+26.7,x,,x,
180+27.0,,x,,x
180+27.2,x,,,
180+27.4,x,,,
180+27.8,,x,x,
180+28.4,x,,,x
180+28.6,,x,,
180+28.9,,,x,x
180+29.1,,x,,
180+29.2,x,,x,
180+29.5,,x,,
180+29.6,,,x,
180+29.8,x,,,x
180+30.2,x,,x,
180+30.5,,x,,x
180+30.7,,,x,
180+31.0,x,,,x
180+31.4,,x,x,
180+31.7,x,,,x
180+31.8,,x,,x
180+32.2,,x,,x
180+32.3,,,x,
180+32.6,x,,,x
180+32.8,,x,,
180+33.3,,x,,x
180+33.8,x,,x,
180+34.3,,,x,
180+34.5,,,,x
180+34.7,,x,,
180+35.1,x,,,
180+35.4,,x,x,
180+35.6,,,,x
180+35.9,,,x,
180+36.1,x,,,x
180+36.2,,x,x,
180+36.6,x,,,
180+36.7,,x,x,
180+37.0,,x,,
180+37.1,x,,,
180+37.7,,,,x
180+38.0,,,x,
180+38.2,,,x,
180+38.4,,x,,x
180+38.9,x,,,
180+39.2,,x,,
180+39.3,,,x,
180+39.8,,x,,x
180+40.3,x,,,
180+40.7,x,,,
180+41.4,,x,x,
180+41.7,x,,,
180+42.0,,x,x,
180+42.1,,,x,
180+42.2,x,x,,
180+42.6,x,,,
180+42.9,,x,,
180+43.4,,,x,
180+43.6,,,,x
180+43.7,x,x,,
180+44.1,,,x,x
180+44.5,,,x,
180+44.6,,x,,
180+45.1,x,,,
180+45.5,,x,x,
180+45.8,,,,x
180+46.0,,,x,
180+46.4,,x,,
180+46.6,x,,,
180+46.8,,x,,
180+47.3,,,x,
180+47.9,,,,x
180+48.3,,,x,
180+48.7,,x,,
180+48.8,x,,,
